commit_hash,author_date_unix_timestamp,author_date,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug
343b2e707e6197c88f3a74b39cd55837d58fb66c,1402950294,Mon Jun 16 13:24:54 2014 -0700,false,1,1,1,0,6,1,1275,2,0.00542824074074074,55,137160,185.221748400853,1498,false
9643c8f3d6b93b063a5fd5f048d7d270f6172706,1402949825,Mon Jun 16 13:17:05 2014 -0700,false,2,8,20,2.6013301429474,206,198,394.35,2,9.21700636574074,389,137149.5,1.15568783287341,788,false
ebebb3529304ce2d5bc3e3aec8d7c0594cd46a6e,1402896923,Sun Jun 15 22:35:23 2014 -0700,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
127f6d4329e024c10e28d1a0f3dbbd47dc42ad0e,1402896909,Sun Jun 15 22:35:09 2014 -0700,false,2,11,26,3.57647530067506,375,165,528.615384615385,2,20.8623286146724,557,137126.5,1.19870558333382,787,false
37e14f6698c1daa96d85b026470c541b95a79a9a,1402869089,Sun Jun 15 14:51:29 2014 -0700,false,1,1,1,0,0,0,0,1,0,0,5,0,3,false
d325eaf244e2eb44fdb3f0077b72305ff3143aad,1402866372,Sun Jun 15 14:06:12 2014 -0700,false,2,6,8,2.13719144886996,35,36,937.625,2,20.5490509259259,239,137109.5,4.0789772794004,786,false
e4858a7649ce0c06c3e33e398df97bcd14708b69,1402861096,Sun Jun 15 12:38:16 2014 -0700,false,2,5,7,1.77512842280554,37,42,572.285714285714,2,2.93342757936508,200,137102,1.70967068272048,785,false
3094a48d9aa5a028ed139b75de60ee72e88c39f8,1402856005,Sun Jun 15 14:13:25 2014 -0400,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
19bebf770fb2ee77e9829c4a2501f9caa388ab84,1402854806,Sun Jun 15 14:53:26 2014 -0300,false,1,1,1,0,0,1,210,2,20.7742939814815,4,0,0,0,false
92ebc4cd7c8ffea0eaceb5c9127e4a8700ee8112,1402852503,Sun Jun 15 13:15:03 2014 -0400,false,1,1,1,0,0,0,160,2,0.0245717592592593,32,9,41.6971267074894,9,false
99005b9b2470985c8797743b02f367e4a488dac9,1402850380,Sun Jun 15 12:39:40 2014 -0400,false,1,1,1,0,0,0,160,2,6.08894675925926,31,8,1.1642320157389,8,false
bd60b04ed2fbb393a3d91c3e853f394ab376c998,1402847248,Sun Jun 15 08:47:28 2014 -0700,false,2,3,3,1.0154312795576,10,5,333.333333333333,2,2.30325617283951,112,137097,1.15496081678271,783,false
61711541f17c12e9174eaa2e03a2a3c6669ed8de,1402809522,Sat Jun 14 22:18:42 2014 -0700,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5f374b2883e0f7944aa22d15a32cb4610107f303,1402809505,Sat Jun 14 22:18:25 2014 -0700,false,2,4,5,1.94396052010139,56,40,601,2,0.538831018518519,143,137093,3.89555063370573,782,false
6efc46474f92da1d1007343888ed95562dfac212,1402801741,Sat Jun 14 20:09:01 2014 -0700,false,1,1,1,0,0,0,78,2,6.25579861111111,23,4,1.15985169315135,1,false
abce56de501c85344259c6e2cd87fbf254a202ab,1402799771,Sat Jun 14 19:36:11 2014 -0700,false,3,9,15,2.1124985574382,375,181,382.4,2,4.59380015432099,294,137083,1.06385114545848,36493,true
ddcf7501ae4124f1b1f1dcce93983527d4cc0008,1402767750,Sat Jun 14 10:42:30 2014 -0700,false,3,10,11,2.05600074988863,85,21,335.272727272727,2,3.56319023569024,162,137070,1.11999731647897,36492,false
76d3ea1724ef441dcc58528daf9256b2f7e813f7,1402706611,Fri Jun 13 17:43:31 2014 -0700,false,1,1,1,0,2,0,0,1,0,0,137064,0,774,false
85d232bc35b8a6c5c180c4a65e0151325768c489,1402698572,Fri Jun 13 15:29:32 2014 -0700,false,3,8,8,2.45820537219493,35,22,128.5,2,30.9871860532407,59,137059.5,1.00857797179503,36487,false
9a6dc9dc469931f458f2c33c270507fb7bb69f4b,1402693028,Fri Jun 13 13:57:08 2014 -0700,false,1,2,2,0.54991090463341,31,16,487,2,0.137766203703704,14,137054.5,6.4440057128455,36481,false
1af55b89fad8243af85786284f75784e73d70a8a,1402681125,Fri Jun 13 10:38:45 2014 -0700,false,2,5,6,1.93070838012412,95,45,197.333333333333,2,20.9095717592593,19,137050.5,1.56547700908657,36479,false
c2976e227029f8c93a168d521341faa8e0ae9809,1402642062,Thu Jun 12 23:47:42 2014 -0700,false,2,2,2,0.77062906936394,18,4,299.5,2,2.47406828703704,44,137046.5,1.23761352122648,36476,false
a44966434d3ece64074b9756a7d3b65b5af2151d,1402641540,Thu Jun 12 23:39:00 2014 -0700,false,3,4,4,1.45621918356135,14,3,346.25,2,20.4899074074074,18,137043.5,1.01816392737674,36475,false
f16b1577086668efc954f1af7d9ebc26f61d546c,1402617156,Thu Jun 12 16:52:36 2014 -0700,false,1,1,1,0,3,7,103,2,0.0172453703703704,19,137041,58.9865771812081,767,false
ec3fd69daac8e1366e84abb1ab4ecc242bd8479b,1402615666,Thu Jun 12 16:27:46 2014 -0700,false,2,10,14,3.20774951597438,156,61,310.571428571429,2,9.87871197089947,213,137033.5,1.08020903257788,766,true
b38c5e9a766266b5f521aaa451ff83ea13245b64,1402530875,Wed Jun 11 16:54:35 2014 -0700,false,3,24,38,4.09980997428511,563,247,246.473684210526,2,15.7436769005848,443,137007.5,1.02305682599796,36473,false
9ba5e151d86ea644a005a4749282a708edb54026,1402374839,Mon Jun 9 21:33:59 2014 -0700,false,2,11,15,3.25051434903554,158,47,340.866666666667,2,7.8001087962963,250,136981,1.15562704745315,753,true
bd364277b05f2426c38e2e79c24cf35a60e8e8d4,1402325741,Mon Jun 9 07:55:41 2014 -0700,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
fedf91d529bff550ff19f523eaf1733619aab1d1,1402325730,Mon Jun 9 07:55:30 2014 -0700,false,3,7,10,2.74225915329168,46,40,223.3,2,18.1871782407407,171,136968.5,1.00837005992891,36472,false
30dcca9ebf3a3140ec4d0bfb31d9e5244b43d51a,1402324295,Mon Jun 9 10:31:35 2014 -0400,false,1,1,1,0,0,0,138,2,0.0199884259259259,30,7,51.02895193978,7,false
b79d953dfa5e386dc89422b96b834b2028b05e41,1402322568,Mon Jun 9 10:02:48 2014 -0400,false,1,1,1,0,0,0,138,2,14.794837962963,29,6,1.06759114243112,6,false
c584ebb7604a1b68301f551fbb5edf6712ac7329,1402267883,Sun Jun 8 15:51:23 2014 -0700,false,2,3,4,1.58486955249372,34,21,813,2,0.0725347222222222,137,136961.5,8.18046912398277,747,false
c2bb147d965b1912f5abcc352a8c2510d3cef63c,1402261631,Sun Jun 8 14:07:11 2014 -0700,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5265446bf625db0a4b9f89e4b2b33a4959077a90,1402261616,Sun Jun 8 14:06:56 2014 -0700,false,3,9,15,2.84460496703608,232,61,492.133333333333,2,4.35060725308642,312,136952,1.11669809202079,36471,false
82f14e97ae0ea3873dbfd638275830add4e130bc,1402261240,Sun Jun 8 14:00:40 2014 -0700,false,1,1,1,0,0,0,79,2,0.96962962962963,22,3,2.03132161955691,0,false
59054bb33deee41cf67321a4f96bea5336bb48ad,1402193801,Sat Jun 7 19:16:41 2014 -0700,false,3,6,8,2.02737225280033,87,20,628.25,2,9.94320891203704,274,136940.5,1.14689661581518,36469,false
c8e913a2732defc6b649a83783088e3454d83186,1402177464,Sat Jun 7 14:44:24 2014 -0700,false,3,12,19,2.90043489768209,180,141,319.052631578947,2,16.8780110867446,427,136927,1.00509480614293,36468,true
b8acf0940bc9288442cd6574f66f6d617128dac4,1401998784,Thu Jun 5 13:06:24 2014 -0700,false,3,13,21,3.65452185024192,182,69,338.619047619048,2,6.38597332451499,354,136907,1.03953263114884,36460,false
ec5ed3221ea3c357e0eafb35b23fcaa9e8d2c201,1401660136,Sun Jun 1 15:02:16 2014 -0700,false,2,10,13,2.95086110791236,59,52,460.384615384615,2,8.15145299145299,301,136890,1.07148269987988,727,false
95a0754b850b89b1bf703ed75b988f619557ff6d,1401463495,Fri May 30 08:24:55 2014 -0700,false,2,3,3,0.984754247048025,17,34,178.666666666667,2,6.32373842592592,52,136882,17.2331352904033,721,false
69568728b1b83ebbb4f648b34ca5b1606dc144d9,1401461717,Fri May 30 07:55:17 2014 -0700,false,2,3,8,2.42247890974873,115,25,67.25,2,1.324609375,54,136876.5,1.69569572856848,720,false
c3529bc708fb2e52cbfd2fae0cf63f96eaa24bc8,1401383475,Thu May 29 10:11:15 2014 -0700,false,1,1,1,0,1,2,226,2,0.00293981481481481,23,136872,341.157480314961,1322,false
ae9f31b854a33c4b6a8510303b701abbb62101ab,1401383221,Thu May 29 10:07:01 2014 -0700,false,2,3,3,0.991264260535429,13,9,509,2,0.186689814814815,77,136870,2.96317909843168,716,false
38c58796eb84041cf6c4ce563f92b5e408fa94dc,1401379098,Thu May 29 08:58:18 2014 -0700,false,2,2,2,1,6,6,650.5,2,0.230405092592593,53,136867.5,3.20389760197719,715,false
a97706cd07af302b83c35b5e149ed77d69838c69,1401377968,Thu May 29 08:39:28 2014 -0700,false,1,1,1,0,1,1,474,2,0.000127314814814815,25,136866,7855.54545454545,36453,false
66481cb3dc1383aa466401e3996151b6614001ab,1401377957,Thu May 29 08:39:17 2014 -0700,false,1,1,1,0,6,1,465,2,1.01982638888889,24,136865,1.98055905485002,36452,false
403c4cc20de0df915c4a663b2bf50a1f13b77e35,1401377895,Thu May 29 08:38:15 2014 -0700,false,2,4,4,1.25820677148111,103,85,781.5,2,0.42546875,126,136862.5,2.20549389652571,714,false
0ec118d6f32f6d5a90588b54c13ef1d9e3eb6873,1401343077,Wed May 28 22:57:57 2014 -0700,false,2,2,2,0.742487569542124,8,7,161.5,2,0.0299768518518519,27,136859.5,26.019305019305,713,false
cb42eaa8ea784762a10532cc999031c664b22ac9,1401340487,Wed May 28 22:14:47 2014 -0700,false,2,14,23,3.1979957133315,304,105,248.173913043478,2,22.2981863929147,333,136847,1.07797739108256,712,true
c2ba0e365c5117b7bc1314089a65efe8e619d1ca,1401289844,Wed May 28 08:10:44 2014 -0700,false,3,8,9,1.33408193625802,259,208,446.777777777778,2,6.02793724279835,210,136831,1.10550562793606,36451,false
5cfcc22c3b076152a2aeed46a6bc6c6cb34df3b8,1401155839,Mon May 26 18:57:19 2014 -0700,false,3,10,14,2.31857052006206,603,895,340.642857142857,2,2.01797371031746,195,136819.5,1.107906630112,36450,false
87395c7391398d88dc2ad62f3f618393c2067f1a,1401085200,Sun May 25 23:20:00 2014 -0700,false,2,4,7,1.86320498054926,253,22,319.857142857143,2,0.338159722222222,15,136809,1.23595983931763,36440,false
aa244cc63415afdedfe32d97d372d72d4d0f2d63,1401080772,Sun May 25 22:06:12 2014 -0700,false,2,9,20,3.14806234173304,1175,3,20.6,2,33.3386527777778,19,136795.5,1.04877606385052,36434,false
5fa9af711ca1e54c4bfc7a37e8463847c181513d,1401059907,Sun May 25 16:18:27 2014 -0700,false,3,9,22,2.82295773969272,2141,515,255.5,2,36.0052809343434,96,136774.5,1.01009847760085,36415,true
874961b6a92f4b43d106b97c7215608b18e78e6b,1401046643,Sun May 25 12:37:23 2014 -0700,false,3,4,4,0.729535053817436,71,7,237,2,5.12216145833333,65,136761.5,19.4155619967428,36404,true
7ed9988793f45f8214095d08315781224d245616,1401044294,Sun May 25 11:58:14 2014 -0700,false,3,4,4,1.87891333964203,27,16,248.5,2,20.6839236111111,139,136757.5,1.01533873454255,36402,false
80589ac508170d4b412648f77031273209f37489,1400996783,Sat May 24 22:46:23 2014 -0700,false,1,2,4,1.9903111392474,191,174,307.75,2,1.47607928240741,215,136753.5,1.19775426170603,36401,false
a7890b61e0013c0b047f9eb173ec25d90735698b,1400995988,Sat May 24 22:33:08 2014 -0700,false,3,6,8,2.50258383807637,21,49,415,2,6.06847800925926,231,136747.5,1.05214079362979,36397,false
60795d1e0f81a032db57eff84cee89df884501ea,1400951744,Sat May 24 10:15:44 2014 -0700,false,2,4,4,1.79248125036058,4,5,192,2,1.73598090277778,103,136741.5,1.32550777089924,36394,true
05968df7465e62286b8e2fc13196442e31aa6fc5,1400908783,Fri May 23 22:19:43 2014 -0700,false,1,2,2,0.83837293770994,15,20,320,2,12.2822164351852,88,136738.5,1.04265215459098,36391,false
8b6b138e4713d0f04b576cf34fa01ac38953a082,1400898393,Fri May 23 19:26:33 2014 -0700,false,1,5,6,1.19311696308464,50,47,363.833333333333,2,15.8774710648148,118,136734.5,1.4459716671491,36389,false
63e7b342f9a49fb3a0c7c6646e8434447d233b68,1400876391,Fri May 23 13:19:51 2014 -0700,false,1,3,3,1.49061838916488,13,16,538.333333333333,2,30.1086689814815,93,136730,5.46856102685388,36383,false
664fa14f46b66cc8cbd95c39a34ac885a0dbe2e9,1400870129,Fri May 23 11:35:29 2014 -0700,false,1,1,1,0,9,2,437,2,0.551041666666667,74,136728,2.81474480151229,36380,false
aab5d16b40dc1ca56fa66a7ec154b8b89840625b,1400867014,Fri May 23 10:43:34 2014 -0700,false,1,1,1,0,9,2,495,2,0.514988425925926,50,136727,2.94179121249579,36379,false
85cc35d78958b27d0eb556b321a0bba19e71ba95,1400865101,Fri May 23 10:11:41 2014 -0700,false,1,1,1,0,9,0,998,2,0.069837962962963,40,136726,15.3188597944978,36378,false
9732fef74005d8c2b445158cce1561286f7f3600,1400859067,Fri May 23 08:31:07 2014 -0700,false,1,2,2,0.413816850303634,20,4,496.5,2,0.423009259259259,40,136724.5,2.77301083506621,36377,false
3f8daee45eb3ad88712289becf6b7d47038e7910,1400822519,Thu May 22 22:21:59 2014 -0700,false,2,9,12,1.51819356141692,52,15,207.75,2,6.23138020833333,270,136717.5,1.07780768068488,36375,false
c9c01c51df2c4cd709be9443d2d55e88d4a677df,1400723851,Wed May 21 18:57:31 2014 -0700,false,2,2,3,1.49491884823395,4,5,302,2,0.817719907407407,137,136710,1.74733549418975,36366,false
f2b1e830296f4aa6c0dc45300a542c5638ec0203,1400653200,Tue May 20 23:20:00 2014 -0700,false,3,6,10,2.82096103022349,34,10,445.1,2,1.4703287037037,293,136703.5,1.23577339625064,36364,false
743a7f5385b0155579ca366f69bf9314ef64da5c,1400644695,Tue May 20 20:58:15 2014 -0700,false,2,4,6,2.269617409804,18,6,331.666666666667,2,1.27717206790123,193,136695.5,1.14816067612191,36356,false
a65b6077266d0e054c3e9bfb49f1f7d90200d797,1400614894,Tue May 20 12:41:34 2014 -0700,false,1,5,12,2.99082847263455,155,163,300.166666666667,2,5.58552758487654,318,136686.5,1.49550576839624,36351,true
09662401933f9ea322f7598b7eebff4895aaad96,1400599324,Tue May 20 08:22:04 2014 -0700,false,3,3,5,2.19945721979783,42,42,148.8,2,24.0400625,72,136678,1.24826784535279,141,true
3511fa9d1161a2d644542f3204af12b5e6ad6e83,1400518950,Mon May 19 10:02:30 2014 -0700,false,2,4,5,1.23087285458461,31,49,102.6,2,4.51439351851852,36,136673,1.23821922190514,685,false
b09769269df8b2bb37234ae486a296ff4f3fcbb9,1400384865,Sat May 17 20:47:45 2014 -0700,false,1,5,6,1.20572917894626,136,21,518.833333333333,2,0.821338734567901,124,136667.5,1.46025448913984,1273,false
b9ef543d1870a29f01f6e631257f336b1b61c1eb,1400309547,Fri May 16 23:52:27 2014 -0700,false,1,4,4,1.83731765696584,57,12,239.25,2,1.29960358796296,72,136662.5,2.92642049966208,1267,false
3f9b19adaf4c79ccb667e20adf8ae03fc2e57a3f,1400289573,Fri May 16 18:19:33 2014 -0700,false,2,2,2,0.543564443199596,12,14,129,2,0.0534953703703704,16,136659.5,15.0199048031155,682,false
ab4af97247c7063d06bfbccb6d0c5d7c8215c837,1400284951,Fri May 16 17:02:31 2014 -0700,false,3,8,10,2.96290666003413,52,21,626.1,2,4.05389236111111,234,136653.5,1.11524929413353,36336,false
2833eb251c75aa44b742540108320006401994ea,1400173378,Thu May 15 10:02:58 2014 -0700,false,3,3,4,1.28354264331453,10,11,816.25,2,1.43176793981481,155,136646.5,1.52525715968962,140,false
021ed907bfd7ca7304a81b3347e26025fded29ea,1400131614,Wed May 14 22:26:54 2014 -0700,false,5,6,7,1.54667452083028,6,7,151,2,6.89505456349206,172,136641,1.09449782275476,139,false
674b53fad7f6ed650bd0bc465d5177d3166d1830,1400116446,Wed May 14 18:14:06 2014 -0700,false,2,6,13,3.2390291391158,84,30,246.307692307692,2,23.3676691595442,179,136631,1.09753120133494,36333,false
6ae95b5c137a7be45964e651726607921ae5d9ad,1400095325,Wed May 14 12:22:05 2014 -0700,false,3,3,3,1.26077179389679,4,2,64,2,22.2885030864198,38,136623,1.02292525048489,678,false
ec0f427ab7c92375000823357e5e30a6b60c1906,1400086224,Wed May 14 09:50:24 2014 -0700,false,2,5,7,2.21704923110492,26,27,197.857142857143,2,24.3395138888889,127,136618,1.04614833255859,36330,false
79fdf5a9508c3c0e39cf9c7ca79d4b42e72784be,1400030471,Tue May 13 18:21:11 2014 -0700,false,3,7,7,2.52317110493306,15,7,591.285714285714,2,7.43279100529101,189,136611,1.72493332428302,36325,false
3384cc112fbfcb82dbc2186a9dae4e8439eb04e3,1400003338,Tue May 13 10:48:58 2014 -0700,false,1,3,3,0.540365125826996,21,2,559,2,0.49505787037037,67,136606,3.953118417333,1235,false
0c8d01b8f5c9e7a6bff0b3b310dda90c5b3f5363,1399990921,Tue May 13 07:22:01 2014 -0700,false,3,6,6,2.2946542790229,42,6,537.333333333333,2,0.423404706790123,185,136601.5,6.63632475774163,36321,false
4ecfdb2501c019e449b10c224fccf5563aa9ab02,1399988177,Tue May 13 06:36:17 2014 -0700,false,3,5,5,1.61819344476538,51,5,508.6,2,0.781791666666667,115,136596,1.99344075869335,36319,false
450072cbe7f841aae72f98d86df59d83ef03f08c,1399959085,Mon May 12 22:31:25 2014 -0700,false,1,1,1,0,5,1,829,2,0.341608796296296,32,136593,3.92732508893783,36318,false
489f93b6b5933a7fadc92e3b7aa53794d34d0304,1399945626,Mon May 12 18:47:06 2014 -0700,false,1,1,1,0,1,1,84,2,0.0027662037037037,4,136592,362.506276150628,36317,false
93c1e46e52917adddb2a15b6418915441ccc02e0,1399945387,Mon May 12 18:43:07 2014 -0700,false,3,11,14,2.62974302304511,220,46,371,2,13.2372271825397,330,136584.5,1.76975186537837,36316,false
9f3d098dd6ebef2c11e7699ae009b9f082ea8904,1399931960,Mon May 12 14:59:20 2014 -0700,false,1,1,3,1.49354614657835,81,8,63.6666666666667,2,7.71177854938272,21,136576,1.04322392444218,1222,false
77532e0fe83d02965100c08f5ef9fa6e69b92cfc,1399929570,Mon May 12 14:19:30 2014 -0700,false,3,8,9,2.16548104743305,164,15,316.333333333333,2,2.37006172839506,120,136570,1.26382150813811,36309,false
2ba4971a5284d56952b84fd74fee515611df0ddc,1399839531,Sun May 11 13:18:51 2014 -0700,false,1,2,2,0.76420450650862,3,2,97.5,2,0.0618518518518519,7,136564.5,13.125748502994,1215,false
e43fc8b8ed52061c89ef74ad2cb86f3abd34e110,1399834187,Sun May 11 11:49:47 2014 -0700,false,1,4,4,1.78524094840474,22,8,229,2,0.646684027777778,9,136561.5,5.00314532789512,1213,false
65dce65e15bc479c1fef121c37358e2ca9faf1e3,1399827938,Sun May 11 10:05:38 2014 -0700,false,1,6,9,2.26462697230333,223,137,475.111111111111,2,9.10205761316872,186,136555,1.51179556429441,1209,false
b6c955f5d238e906e634d5e522e3806145e29d16,1399779975,Sat May 10 20:46:15 2014 -0700,false,1,1,1,0,2,0,475,2,0.0134490740740741,15,136550,75.3545611015491,1200,false
4ea59a955e76a087fd18f103777eef5444a43c78,1399778813,Sat May 10 20:26:53 2014 -0700,false,3,22,43,3.22500626593408,876,671,260.53488372093,2,14.3608933570198,588,136528,1.02963932026934,36307,true
cf787640678a4401ecc1e4389671ec2a18657efd,1399745751,Sat May 10 11:15:51 2014 -0700,false,1,3,3,1.17796531695826,13,2,641.666666666667,2,1.41685185185185,48,136505,1.90326076294274,1175,false
9e6ad794d948f5d1320ccc6be9f1e41e8aa455d6,1399695976,Fri May 9 21:26:16 2014 -0700,false,1,1,1,0,4,0,455,2,0.201516203703704,12,136503,5.96238010453162,1172,false
16bb7e627be07f380c43b5eec15fce534b9087c2,1399678565,Fri May 9 16:36:05 2014 -0700,false,2,9,16,2.54851946796096,393,62,228.3125,2,31.7083333333333,144,136494.5,1.00456895069332,657,false
aa21520d95e888f731713fcecb30ed5004ad51d5,1399655659,Fri May 9 10:14:19 2014 -0700,false,2,5,10,2.62983304300994,59,29,236.7,2,10.2588784722222,109,136481.5,1.3038215494767,656,false
6f718b3ea550b1e3177b20cbc22f033882fd1dba,1399618597,Thu May 8 23:56:37 2014 -0700,false,2,5,7,2.23593403397666,29,15,378.571428571429,2,13.0984044312169,131,136473,1.29918228220776,654,false
07119894a6d5ddd41386e144a117a369b27af779,1399607522,Thu May 8 20:52:02 2014 -0700,false,2,4,5,1.77820780117084,23,10,989.2,2,1.29120833333333,182,136467,5.19592417299227,651,false
e2af040f458e5f03f91247eb65c2c4bcf72ad7e5,1399601203,Thu May 8 19:06:43 2014 -0700,false,3,5,6,1.48537022911455,41,32,806.5,2,2.43613233024691,156,136461.5,1.28573648455206,36299,false
4ec3dde643094b79c4c44d0aa3177392ab71a764,1399590302,Thu May 8 16:05:02 2014 -0700,false,1,3,3,1.23633542171108,42,1,642.333333333333,2,0.851037808641975,52,136457,4.30006640472311,1137,false
ce4221c39dd7316d95b31aabf13824642ffcb811,1399577659,Thu May 8 12:34:19 2014 -0700,false,1,1,1,0,0,0,0,1,0,0,136455,0,648,false
c1593abb3fe2a44c58793d08871c14993b269a0e,1399577056,Thu May 8 12:24:16 2014 -0700,false,1,1,1,0,15,1,428,2,0.111585648148148,9,136454,9.96172596203713,1134,false
2dd517ada87d82616c4f8113249047105f1bf215,1399574611,Thu May 8 11:43:31 2014 -0700,false,3,7,11,1.94843153920641,570,67,208,2,4.58223695286195,86,136448,1.08102701700903,36298,true
b7f83897276dfe253765726a5ecfb9acd8479062,1399567415,Thu May 8 09:43:35 2014 -0700,false,2,3,3,1.53261255655338,74,4,564,2,0.317253086419753,42,136441,2.40091448584493,644,false
64ac7aff5d9b1c3a582e72d417b78c718e783a37,1399526299,Wed May 7 22:18:19 2014 -0700,false,1,3,4,1.07856317292427,49,11,1105.75,2,1.19096354166667,126,136437.5,1.88295744218853,1126,false
1c2308a300d44d2fdd0b0c9f22bd33c76a28ae3e,1399495464,Wed May 7 13:44:24 2014 -0700,false,3,9,10,2.45446295097253,115,51,418.5,2,8.93553240740741,136,136430.5,1.25357781019481,36295,false
1863c14dc0e9657ff306ede1c7abd2e959c8aeb6,1399440426,Tue May 6 22:27:06 2014 -0700,false,1,4,5,1.96112113330087,274,165,676,2,1.11341203703704,96,136423,1.61080347771049,1115,false
655d563ef343a0a41acb2e523db689953ee1eb7c,1399399346,Tue May 6 11:02:26 2014 -0700,false,1,1,2,0.979868756651153,1,8,648,2,0.00805555555555556,31,136419.5,94.1034482758621,1110,false
9e097197aebb0091304196f96e981df5afac2800,1399398650,Tue May 6 10:50:50 2014 -0700,false,1,4,5,1.25655547138456,245,188,483.8,2,1.15213425925926,69,136416,1.49802026710685,1108,false
79f0fe7448094d9999a37ddfad5df774fc9786c3,1399328955,Mon May 5 15:29:15 2014 -0700,false,1,1,1,0,45,0,112,2,0.00195601851851852,2,136413,512.242603550296,1103,false
441001a7e0d45d65e7107c8d20faa48d9fafeef4,1399328786,Mon May 5 15:26:26 2014 -0700,false,1,1,1,0,0,0,104,2,0.00177083333333333,1,136412,565.705882352941,1102,false
0d876565272e086f241dfd4b8f920f0f93d54882,1399328633,Mon May 5 15:23:53 2014 -0700,false,3,16,30,3.74068959107019,311,54,136.1,2,36.3986292438272,104,136396.5,1.24690537092547,36294,true
5c25b6ef769151b6ac7e78bf96ad13a30c4a15ab,1399313179,Mon May 5 11:06:19 2014 -0700,false,2,3,5,1.62471378253526,88,12,48.8,2,33.0934675925926,3,136379,0.612659685187215,36271,false
78b585788db72c2f141d5247b7cc8f6d91eb8c4c,1399262245,Sun May 4 20:57:25 2014 -0700,false,2,6,10,2.36141066246037,216,39,482.4,2,0.790446759259259,206,136371.5,1.3002576168651,36269,false
52285134f797fdeb7a8d555ac10a1b35cb078568,1399257501,Sun May 4 19:38:21 2014 -0700,false,2,2,2,0.958711882977132,74,16,60.5,2,1.02449074074074,8,136365.5,1.75267786513488,36265,false
37c476afb2d109f50d3c15adc74d5115e616b436,1399253000,Sun May 4 18:23:20 2014 -0700,false,2,3,3,0.460180442226001,32,24,455,2,0.45727237654321,39,136363,1.90373727667527,635,false
f6f08e1167fdb6bc107bb506194afa232fea1652,1399239025,Sun May 4 14:30:25 2014 -0700,false,2,3,3,0.803071727324102,13,7,379,2,0.333819444444444,96,136360,2.08367241882038,36264,false
3e14106cf6c79e7bd62a2592cb6d2b94ab6284e5,1399235354,Sun May 4 13:29:14 2014 -0700,false,1,1,1,0,1,0,392,2,0.0321643518518519,52,136358,32.090320259086,36262,false
c6c54932244e6d726cdaf7778726e592868316f3,1399232575,Sun May 4 12:42:55 2014 -0700,false,1,3,5,2.03657668994073,23,10,314.4,2,10.0012314814815,144,136355,4.84399950746806,36261,false
4dfeb073ebf7e841fe4e1dad4fce166d82ac5928,1399223200,Sun May 4 10:06:40 2014 -0700,false,2,9,18,3.8231121689165,116,40,138.222222222222,2,26.5533963477366,219,136343.5,1.1926726731264,36256,false
6965d6ae8b24d0c26762a7c6fdd2a3f43a5417d4,1399178250,Sat May 3 21:37:30 2014 -0700,false,1,3,3,1.32578478120333,24,0,475.666666666667,2,0.0657291666666667,36,136333,10.297411516112,1087,false
6e3fca58c71a398963288198830a9985b6d9819e,1399172571,Sat May 3 20:02:51 2014 -0700,false,1,4,5,1.93217890533151,46,4,274.8,2,4.85986805555556,36,136329,4.79056056699186,1084,false
f62b0f934078cdc5bcd6ec3757282b32acaab822,1399165628,Sat May 3 18:07:08 2014 -0700,false,1,1,1,0,1,1,396,2,0.00265046296296296,59,136326,378.292576419214,36239,false
cfed4721e418a50eaf99fe8219cf1f0fd8aca719,1399165399,Sat May 3 18:03:19 2014 -0700,false,3,11,17,3.38863700368213,220,186,348.941176470588,2,6.34656454248366,369,136317,1.07688238363698,36238,false
0bb71e2170e9810d68680f6fcd9c80a55cbabfec,1399077402,Fri May 2 17:36:42 2014 -0700,false,2,2,2,1,4,4,454,2,0.0278472222222222,41,136307.5,27.9326683291771,631,false
4aecdef0027f03d7b09bc740b667f2979194d381,1399074996,Fri May 2 16:56:36 2014 -0700,false,3,14,22,3.21625670098588,341,221,447.727272727273,2,10.0273042929293,478,136295.5,1.01172360309848,36229,true
bd65623e93c7381c8ada6a9ab72d5a1b5f10ddc8,1398997207,Thu May 1 19:20:07 2014 -0700,false,3,7,7,1.93928313973288,199,57,282.571428571429,2,15.3254877645503,76,136281,1.01135898764659,36223,true
b878e2206a667f3e61d2a28d42eeff92930002e4,1398974706,Thu May 1 13:05:06 2014 -0700,false,2,2,2,0.345117314944953,1,14,202.5,2,0.520289351851852,44,136276.5,1.97964684062635,36222,false
c6460fca2f27dc90ecd214f2925844ca504affb8,1398971348,Thu May 1 12:09:08 2014 -0700,false,1,6,11,2.17413471760176,461,398,304.636363636364,2,19.0236847643098,276,136270,1.01041159921156,36221,false
815798a7197e5dd5fd9ef061ebfa4e5dc8aa9e0c,1398951784,Thu May 1 06:43:04 2014 -0700,false,1,1,1,0,2,0,0,1,0,0,136264,0,36210,false
56e1b9ec6518ae6907654550a4603a35464171f9,1398891327,Wed Apr 30 13:55:27 2014 -0700,false,1,1,1,0,2,0,1154,2,0.661666666666667,24,136263,2.51133501259446,1053,false
